user,text
RickJac34826290,@JoeBiden You are delusional
shawnisaacs1,"@JoeBiden If there's nothing we're unable to achieve, then why shoot yourself... shoot the public... before even ge… https://t.co/e2mbJGE7o9"
hair_trigger44,@JoeBiden #Trump2020NowMoreThanEver
jenazy612,@JoeBiden That’s just hallmarky
CaptainNemo911,@JoeBiden Stop clogging the Twitter feed with bable! We know Joe does not write these. They are sent in from Chines… https://t.co/kY025pknC3
kam18973295,@JoeBiden You forgot to reclaim your time before your tweet
Mr_Kroppy,@JoeBiden Bro. Have you ever read about our history?
greyglittr,@JoeBiden vapid platitudes are not confidence-inspiring
pawelita07,@JoeBiden https://t.co/i9nKOi9Ptt
RomanMoroni,"@JoeBiden I'm optimistic that Joe Biden won't get within kid sniffing distance of the Oval Office, unless he takes the tour."
mrolamideraheem,@JoeBiden @GodessofChaos71 Platitude
HoichiDEarless,@JoeBiden You said Trump was the first racist President dude. You clearly do not know the history and heart of this… https://t.co/Uk7OEji5sy
tweets4soros,"@JoeBiden Wow, way to say absolutely nothing."
Yeats1941,@JoeBiden You literally could not be more full of shit if you dehydrated and vacuum packed it.
FL5288,@JoeBiden Who made this virus? Who send this virus to America? Who kill people everyday? Who will destroy US? Witho… https://t.co/0H01X9anEd
grlnxtdr29,"@JoeBiden Dear @JoeBiden WHEN you are sworn in, will you promise to have trump thoroughly investigated for treason,… https://t.co/dNiPnaJ0lV"
gutter_rat4life,@JoeBiden I’m all for joe- knock it off with these dumb optimistic tweets.
HPeterbauer,@JoeBiden Yes real sweet.
Motts161416,@JoeBiden You’ve done nothing for this country the whole time you’ve been in office. Stop hiding and come out of yo… https://t.co/yxNi5VOwv1
LivesKuato,@JoeBiden Pure pablum. You literally rejected every progressive proposal. Not voting for you bud.
ccbugggg,"@JoeBiden We know your history and your history is, you have done nothing to better America. I’m curious how does i… https://t.co/fBXNP7RwMt"
Motts161416,@JoeBiden I want to see
TastefulNewts,"@JoeBiden Except M4A, except police reform, except criminal justice reform, except taxing the rich, except free col… https://t.co/MJLJrAyaY2"
B0rdertourista,"@JoeBiden We need specifics, Joe, not simply platitudes."
CaptainNemo911,@JoeBiden You did not write this Joe! https://t.co/0t0ZAYVT4F
stevenmoro3,"@JoeBiden You and ur party, have stated numerous times, “the heart of our country is systemically racist, misogynis… https://t.co/UPQgIlb4qn"
RealPotatoLola,"@JoeBiden All these pathetic Dem politicians always preach like Inclusionist during election. Once in office, they… https://t.co/ucjY7K5KCG"
Sharon64063562,@JoeBiden #unitedWeStandWithBiden
brundocks,"@JoeBiden So you're saying you understand the depths of the crisis we are faced with, but you managed to say nothin… https://t.co/II7vsa91cT"
PizzaCatthew,"@JoeBiden lmao your slogan may as well be ""good things aren't possible""."
MadMax17956746,@JoeBiden You probably don't know what day it is. Go take a nap and think back on the good ole days. #dropoutjoe
CuriousYummies,@JoeBiden Thank you Vice President Biden = Can't wait to call you President Biden!! I'm working for you because I k… https://t.co/jnBVOGY45C
Mrwaacky,@JoeBiden You know who can handle hard work with you @BernieSanders
MichaelDePasq11,"@JoeBiden I don’t think you know the history or heart of this country. The people rejected you, they rejected your… https://t.co/96lmLQJaHm"
song_philosophy,@JoeBiden https://t.co/ho05vZtqYN
bearsbeetsbat16,@JoeBiden https://t.co/SSZWXBF2pk
Fairy2820,"@JoeBiden So true Mr.Biden,with God on one side on You on the other will be able to achieve everything 😊💙"
bansisharma,"@JoeBiden Well said, sir, well said!  That's why I am confident American people will come together in November to h… https://t.co/a2e1kdqYu7"
Useurbrain911,@JoeBiden https://t.co/6hO3pVliwE
K87327961G,@JoeBiden I trust President Trump with my life. I won’t trust you taking care of a dead mouse 🐭
MikeSchlinkert,@JoeBiden Look how much you and your family made.  DOUBLE WOW!
larrym013,@JoeBiden But you’re insane!!
JeffFaatz1,@JoeBiden Especially when you take your Aricept.
MJMcKay7,@JoeBiden Please select Sally Yates for your VP! Please....
mofreestuff,"@JoeBiden Again, when you say ""do it together"" you mean consolidating the left with the hard left and then paving o… https://t.co/K7jobuLA0Q"
normbnyc,"@JoeBiden Good, Get Barr the hell out of DC."
JasonShriver5,"@JoeBiden Lol, Joe's tweets are always at the top of the feed. 😂😂"
CardellVictoria,@JoeBiden #BlueTsunami
happyrock,@JoeBiden I'm recalling how the @DNC meddled with the primary and f*cked over the millions of progressive voters so… https://t.co/uNrkVKyoOR
Kcfan51,@JoeBiden You belong in Gitmo with Obama &amp; all who participated in the Coup d’etat
RhondaQuade,@JoeBiden The real question is how well your bank account knows the bowels of foreign countries!
Talking_SMak,@JoeBiden Except #MedicareForAll &amp; relief for the ever-increasing number of people who are losing their jobs and/or… https://t.co/r1FZUkuMWG
Gaathan1963,@JoeBiden And yet again @JoeBiden do you really think that Democrats want you as president lol.  You are a puppet i… https://t.co/p14k3L1tWr
RCDC_121,@JoeBiden You have a long track record for doing nothing. What makes this any different?
zzxyxy,@JoeBiden Yes we are fully aware of your political history trust me when I say just like before when you tried you… https://t.co/yPODYWnCoo
douglas_lingle,@JoeBiden There's a lot of things that can be achieved in this country and if you were the president right now this… https://t.co/xCC4FFcE09
MilitusAeturnum,@JoeBiden Then why didn’t you achieve it in the 8 years as Vice President and decades as a Senator?   Doing the sam… https://t.co/MyP0Ux0zY0
DebbieJim86,@JoeBiden 😡
gatorna42393201,@JoeBiden https://t.co/Kb2md9KjFK
mroachsullivan,@JoeBiden Thank you for the hope your leadership provides in the time of crisis
tap741,@JoeBiden General Barr spanked the dems yesterday. None of them can sit down today.  Also joe. It is nap time for you.
RedhillGang,@JoeBiden Brown noser
JoanTrivette,@JoeBiden What have you done in the last 40+ years?
agada1,"@JoeBiden No m4a, no vote."
daoc151,@JoeBiden You got an uphill battle that will lead nowhere
dreaminbali,"@JoeBiden I am the glass is half full kind of guy Mr. VP.  With your leadership, I'd say bring those challenges on."
TransformedMe,@JoeBiden https://t.co/OCu7f7DO1L
BarrondoVictor,"@JoeBiden Yessir, trump 2020 baby"
praxisnchill,@JoeBiden Make Karen Bass VP if you want to win.
willinois,"@JoeBiden ""The children are our future!"" Ugh what a meaningless campaign this is."
niftyonline,@JoeBiden You have had over 4 DECADES to prove your worth.  The people are NOT as STUPID AS YOU ARE.
Infinit45127710,@JoeBiden Why haven’t any of you done anything in all the years you’ve been “public servants”? This is the reason I… https://t.co/FfCm673mIE
mamajacs62,"@JoeBiden Well said Sir, well said!"
jr_basterson,@JoeBiden DUDE! I remember when you used to drop the N-word more than George Wallace. https://t.co/j2zhnbQJkC
Tracyta39997029,@JoeBiden I am very sure YOU WILL NOT EVER BE PRESIDENT...
VisjonE,@JoeBiden You can’t remember what you ate this morning 🙄😂🤡
flinkywood,@JoeBiden Go Joe.
DavidAdey1,@JoeBiden Do you know what day it is.......
TonyTho89007747,@JoeBiden This video proves Biden has had a startling decline in cognitive ability.  It also shows that he truly st… https://t.co/TGkECrMOVF
Kelley55J,@JoeBiden Together with #Trump2020
JerryT32444,@JoeBiden https://t.co/6yxcVyO18n
JackieM1507,@JoeBiden https://t.co/QcoidxdThc https://t.co/qwCrw7F2A4
TweetyB65,@JoeBiden Get tougher on messaging! You're bringing a knife to a gun fight. Charge up #Democrats with stronger word… https://t.co/SypdmAJ0gI
bigperm8622,@JoeBiden But arent u trying to erase the history?
lamplight22,@JoeBiden Nothing we can't achieve? How about healthcare? No?  So with you letting people die in a pandemic with re… https://t.co/mFvv0pNBnG
kirk_schamel,@JoeBiden Joe didn't type this
EukayBrie,@JoeBiden You mean the history of systemic Racism? That’s what you’re counting on? Or is there any other history?
Speakth77325129,@JoeBiden What have you Democrats been doing in these cities for years that are burning? If you did your jobs they… https://t.co/QR1QDjuFS7
benjammer83,@JoeBiden #TheThing 🤣🤣🤣 https://t.co/smzTTOl6qL
jpfoursc,@JoeBiden You’re a career politician... nearly 50 years... and you have nothing to show.  Why would anyone believe… https://t.co/GfEEdPTaF3
jbreslin33,@JoeBiden @maryfrancisperu Can we achieve Medicare for all together Joe?
rebekamendation,@JoeBiden I don’t think you do. Because if you did you wouldn’t even be running tbh. Anyway. I’ll probably vote for you.
Peaceout2074,@JoeBiden Thank you for the message of unity. We have been a country divided for what seems like forever in the las… https://t.co/bJWHeOD5DJ
BrendaStarrAZ,@JoeBiden I wonder if Joe Biden were asked to name 20 presidents if he could do it. I wonder if Joe Biden can remem… https://t.co/P8xRir1CR0
Laurdonhope,"@JoeBiden The history might be the same, but the heart of this country is very different. Do you know it?"
RSkidwell,@JoeBiden https://t.co/m8OBXpRtW6
Artists4Yang,@JoeBiden @LarrauryJocelyn We're going to continue spinning in bullshit until we alleviate the stress caused by pov… https://t.co/1vWOjem5xL
tocdit,"@JoeBiden Tried, and wish you the best"
amprospect,@JoeBiden Hahahahaha where’s my boots.... 🥾
JennElizabethJ,@JoeBiden Nothing we can't achieve? So let's simply put Medicare for All on the @DNC platform
gregorymeadmil,"@JoeBiden Action, not words.  You had 8 years in the White House to clean up crime in Chicago, etc. and YOU FAILED!"
WilliamMcbrier,@JoeBiden LET'S GO JOE!!!!!
Reliefrm,@JoeBiden @PeterArcher37 https://t.co/h4qA15inR9
IndyDogDad,@JoeBiden Your history encompasses a genocide at it's inception followed by slavery to build the foundations of the… https://t.co/erNAW2jlHu
DustyFnMac,"@JoeBiden I'm not optimistic. Because we'll either be stuck with you, a rapist who is losing cognitive function or… https://t.co/rQuvVbRT4Z"
Solomonscafe13,@JoeBiden 45 will try to win at ANY cost. I hope your campaign is ready to topple BS.
PlanetCovid,@JoeBiden https://t.co/EPZGsyQkD5
MarineRebb,@JoeBiden Can you get me onto a board making millions from a foreign government?
ProgressiveVet6,@JoeBiden I wonder if the person writing these feels any sense of accomplishment at coming up with such hollow mean… https://t.co/HHxi6jLMbZ
ivmaker,"@JoeBiden That's why you won't be President, because American Patriots will vote together to re-elect President Trump."
IndigeniusBstrd,@JoeBiden Dude seriously? This is rich even for the @JoeBiden staffer writing this crap. You know damn well Joe can… https://t.co/5WsZvdPS9S
beebopado1957,@JoeBiden Who wrote this one for you?
TomRtlr1004,@JoeBiden You threw away the best opportunity to win Southern states and Southern Senate seats with your not so hid… https://t.co/SzMko6kq9A
Nooter22,@JoeBiden It’s time to step up your efforts to end the protests. Agitators are causing more harm &amp; fear that the co… https://t.co/A4HJcj5kfg
pardnas,@JoeBiden Susan Rice for VP 💙🇺🇸💙🇺🇸💙
barbiegirlmeier,@JoeBiden Asking again..who’s tweeting for you?
cabinetforthe,@JoeBiden you are standing in the middle of the road blocking the way. MOVE
cworl00,@JoeBiden Illusions no.... Hallucinations probably....
sdv92,@JoeBiden 🤣🤣🤣🤣🤣. Sometimes you just have to laugh when you speak.  Mr. Eyes Wide Shut or was it Mr. Head in the Sand.
melbatoastlivin,@JoeBiden Thought it was going to be a woman of color. Oh wait...I forgot. https://t.co/s5T15howjS
Baseballsbat,"@JoeBiden Yes, after 40 year of gov’t service, your entire family became millionaires! How?"
HappyPreppers,@JoeBiden No illusions 😜 ...but you have Dementia  ...and this race is NOT EVEN close! https://t.co/VaEiRSsBMK
BuckDalton2,@JoeBiden You were there at the founding right?
T_Saw,@JoeBiden How come you want to keep locking people up for weed Joe Biden?
DM98994029,@JoeBiden You’re nothing but a Trojan horse for the far left agenda.
sam56199561,"@JoeBiden First of all, I don’t believe you write your own tweets. Second of all, your a conman, a plagiarist, a liar, and a thief."
jmariebrooklyn,@JoeBiden Make a statement on troop withdrawal from Germany. Please. I
leemanmaga13,"@JoeBiden Not doing a thing with you, corruption stinks like high heaven."
millerduvall,@JoeBiden Obama tricked us with this kind of bullshit. It won’t work a second time.
goodbye56789,@JoeBiden ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
RobcoNightmare,"@JoeBiden Indeed you have a massive battle ahead of you, repairing the damage the administration of the last 4 year… https://t.co/OuUz1oMED3"
Jewell09474914,@JoeBiden When we start living in a World filled up with people who can feel The Inner Healing Love coming from The… https://t.co/8KHr56FIav
CapnKen60,@JoeBiden https://t.co/FC4WB71xgy
RobertMargolis,@JoeBiden #MedicareForAll?
Basicwon,@JoeBiden Yes...like getting rid of politicians who've done nothing except make their families rich for 40 some years
FolifeBro,@JoeBiden You get lead around like a horse.  No thanks
radical6216,"@JoeBiden But you won't even try. Threatening to veto M4A, supporting fracking and extending the life of the fossil… https://t.co/Jh1Th3PppT"
Tower6,@JoeBiden https://t.co/Do0mMz9JZA
tompyle80,"@JoeBiden Thanks Mr Biden, for the wise counsel of a grown-ass adult, who belongs at the head of the cabinet table… https://t.co/XFsNRazpSA"
expressions77,@JoeBiden Go Joe Go!! https://t.co/C6gRPjgALl
CaliBerner,"@JoeBiden AMERICANS NEED MEDICARE 4 ALL YOU, Joe Biden, HAVE NOT EARNED ""OUR"" VOTE. Joe Biden, you are so full of s… https://t.co/FJlUhfxCFj"
joncutt,"@JoeBiden We have no illusions you are blocking MFA, GND, military budget cuts, and spent your career building the… https://t.co/Fr0p45LFux"
MrsRochesterNY,"@JoeBiden If we can achieve anything,  why aren't you fighting for Medicare for all?"
DebbieHeiss1,@JoeBiden You have had over 40 years to fix problems and have done nothing
Remergence10,"@JoeBiden In the field of psychology, the Dunning–Kruger effect is a cognitive bias in which people with low abilit… https://t.co/mSLQIqkyy8"
TShawnster,@JoeBiden You are why we voted for Trump
nomoreleaders,@JoeBiden STFU forever
DiannaS13,@JoeBiden Please run your campaign assuming he could win.  Don’t assume the common sense will prevail over their ri… https://t.co/8OvtRG54cK
Beereeltweets,@JoeBiden #Medicare4All Joe. NOT 4Profit healthcare for greed of corporate donors. #NotMeUs
txmasculinity,@JoeBiden https://t.co/BOKvpIs7j2
SunnySwiatlo,"@JoeBiden @DrKimChandler How long is the list you have sir, of things that you have to fix, starting in 2020? I tru… https://t.co/6gHdFCe6wh"
sellyourcause,@JoeBiden The road is gonna be super tough ahead if you keep spitting on progressives.
RobertZawodski,"@JoeBiden In a nutshell pedagogue, you're delusional¡!"
blackleftist7,@JoeBiden A brutal history
MKSwancutt,@JoeBiden https://t.co/wwzEu9dy3W
sscharf12,"@JoeBiden Your words are empty, meaningless really, during a pandemic when there is so much suffering. Propping up… https://t.co/cRO3J1BugG"
tweetassassin67,"@JoeBiden Green new deal Medicare for all  Otherwise, you don’t get my vote."
SJBSchu,@JoeBiden I agree we COULD achieve #MedicareForAll and a #GreenNewDeal - if we had political leaders who served the… https://t.co/bLg5rR4zHF
VeroniCALI_12,@JoeBiden You have no sense of reality
cobrakaideville,@JoeBiden Endorse MEDICARE FOR ALL.  We all lost our insurance and we can’t afford to be without it. This country h… https://t.co/9OG6lOTjkf
RNMukMuk,@JoeBiden Speaking of illusions...  Still believe the TrumPutin Fox version of 9/11?  WTC1 &amp; WTC7  E-TEAM: Mikhail… https://t.co/goQTb4kKPN
MaryMeiLi,@JoeBiden @ewarren would be your best partner to navigate these crises.  No one is better on policy and follow through. Give us substance
username9472,@JoeBiden https://t.co/C9mp0NzfGZ
rltrimble,"@JoeBiden You say we can do this together,47 years of your bull,nothing will change as soon as your elected you'll… https://t.co/w4yzvjjOtR"
cisco_darth,@JoeBiden https://t.co/c3s80Wojyc
Marysticism,@JoeBiden #MedicareForAll for the win
Pickel_shots,@JoeBiden Reclaiming my time! @BidenInsultBot
Frequency4441,@JoeBiden this doesn't sound like words you would use????
David42716938,@JoeBiden You're full of illusions!
Cindy4Sanders,@JoeBiden Except #MedicareForAll #GreenNewDeal #LegalizeMarijuana  Working together to create fat stock portfolios… https://t.co/PJr0aNC71V
sam_shiva2,@JoeBiden you're the ones making it tough.
inajiffy68,@JoeBiden Thats exactly how the racists feel also. They are trying to be fascist together. Americans must see the d… https://t.co/0IARCsP0S4
JohnathanLoga13,@JoeBiden You sure do Joe... https://t.co/3bVMzyylq1
LisaCuliner,@JoeBiden #MedicareForAll 2020!!
randarchist,@JoeBiden Platitudes. 👆
newdayusa2017,@JoeBiden https://t.co/a0RGhPqcNO
PatriotDeeVA,@JoeBiden How can this be ignored https://t.co/dn18qBjrIY
BluffsYanggang,@JoeBiden Don't pick Kamala then.
AhearnTim,"@JoeBiden Interesting Joe, you just stated yesterday if elected you’d be the most progressive POTUS in history, I’m… https://t.co/yPCYse8wTb"
Nykie09531373,@JoeBiden Very few will Vote for Democrat Chaos.  They want calm.  They want Law and Order.  They want Trump. https://t.co/qASkwmROim
barimanalow,@JoeBiden Your part of the history of racism. Your crime law disproportionately affected minorities and is what is… https://t.co/R3qDU3jC32
ilmatar71979644,"@JoeBiden Except Medicare for All or a Green New Deal or free colleges, universities &amp; trade schools or student deb… https://t.co/eCkgauikrH"
LaurieB09102264,@JoeBiden Nap time Joe
PotatoRodriguez,"@JoeBiden ""There is nothing we're unable to achieve when we do it together.""  Let's start small ... how about a bal… https://t.co/rujng253tC"
chrisry85309675,@JoeBiden Dude you sat in office for eight years and you and Obama didn’t do anything nothing but go on vacation no… https://t.co/7UM518aDBb
mrsdurkinmuses,@JoeBiden Please choose @KamalaHarris .  Thank you.
Natedubb2,@JoeBiden https://t.co/Ec7yCrNXIt
JohnDoh15116436,@JoeBiden #Biden2020 https://t.co/YyhKzcVcPt
dawnsaffron,@JoeBiden #MedicareForAll or no vote.
vintage6167,@JoeBiden You will definitely not know how tough the road ahead will be because you won't remember.
impiercesonator,@JoeBiden You have literally nothing but illusions
slapshotbear,@JoeBiden https://t.co/N6MPuVhyEg
elston_jeffrey,"@JoeBiden Except for M4A, student loan crises, holding banks accountable, holding pharma accountable, a green new d… https://t.co/zlq3x9sPwy"
storyofryguy,@JoeBiden Is #MedicareForAll achievable? Because we desperately need it.
Johnny11008209,@JoeBiden I’m sure you have lots of illusions Joe it’s time you retire and let someone younger take the lead. Your… https://t.co/g5IMsh8TYk
HotdogAttack,@JoeBiden How about Medicare for All?
MikeHardin63,@JoeBiden Fair enough. You served in the Senate for most of the history of the country.  https://t.co/SNM5VJ0Xyo
salina_kearns,@JoeBiden Who ever is handling this tweeter account needs to stop. We all know that this man can not get a couple o… https://t.co/bV1Lhuyxuy
Frickfr54410822,"@JoeBiden All of a sudden , Joe sounds so presidential..I cannot wait for the first live  debate . You will be exposed ."
RandyShoemake17,@JoeBiden What a JOKE!!!!
lepton939,@JoeBiden Stay healthy;
john_koetzner,"@JoeBiden We’re with you, Joe! Let’s get America back on track after the train wreck of the past four years! https://t.co/nhga6Q5uvC"
BasuSukhendu,@JoeBiden May I ask you a question Mr. President candidate of the USA? What is your stand on China in clear words?
michellemacton,@JoeBiden You want to achieve communism and oppression!
BebestackerCPO,@JoeBiden Maybe delusions of grandeur 🤣🤣
DebraKirkpatr10,@JoeBiden https://t.co/qypm2jMbtD
AlPerez31058405,@JoeBiden You go Joe.   We really need a healer right now.
CorioTim,@JoeBiden The history and the heart of you and your party:  #DemPartyOfSlavery #DemPartyOfTheConfederacy… https://t.co/otGmaWuzWg
LouiseGaines18,@JoeBiden Not with Creepy Uncle Joe.
princessBabs3,"@JoeBiden By the way, we are peppering Portland next week with “United for Joe” signs to show support.… https://t.co/6oxpIE9mxp"
America49735142,"@JoeBiden If you know history, why do you support your radical friends in their effort to erase it? You Democrats a… https://t.co/oSmC5lUsFc"
windcriestere,@JoeBiden @Joey_Schwartz93 Three words Joe. Medicare for all!
MikeC_757,"@JoeBiden Enact #MedicareForAll. Otherwise, you'll just continue making things tough for us."
DrJernail,"@JoeBiden When good fights evil, it must not forget evil tries to masquerade as good, and is more organized. Taking… https://t.co/ardB15tpnc"
burntsock2,@JoeBiden Empty words from an empty head.
Jesmilia,@JoeBiden FACT about TRUMP speech 2012 at LIBERTY UNIVERSITY. https://t.co/UjvBDP4iQD
JayStar87718136,@JoeBiden Cannot wait for the debates. Don’t chicken out
jpzzz,@JoeBiden Fewer platitudes and more meaningful policy discussion would help — that’s a starting point
princessBabs3,@JoeBiden You provide the necessary hope to get through this dark time. Thank you ❤️
richris57,"@JoeBiden Obviously after 50 years in public service, you can’t do sh*t.  Time for your bath, shuffle along"
Dianna08162771,@JoeBiden Pick Susan Rice VP!!!
Genev63,@JoeBiden @Rewill251 Speak the truth and people will follow https://t.co/dmDj9BD7Vd
zeerlin12,@JoeBiden @Brachypelma193 Medicare for all..✊ College and Universities Tuition Free..✊ #NoBullshitByBiden
slapshotbear,@JoeBiden Basement Biden still at it !! https://t.co/N55ka5csLy
NavyVet32,@JoeBiden Which history... the one your team is trying to erase or the real American history not being taught in schools anymore?
Pcox57704507,@JoeBiden “There’s NOTHING COMING.. We’re doomed All THEY that stick together..”
DrRBrianYoshida,@JoeBiden @PatrickJamesSux Saying and copying the same words Trump has said. Geez joe can’t you come up with someth… https://t.co/LpD9zeaXNC
LeftGets,@JoeBiden We love you baby!!! Duck trump 2020!!!!
DaSchout,@JoeBiden Unfortunately you are constantly trying to divide us while we are fighting this pandemic
realPeterMoon,@JoeBiden “We choose truth over fact.” - Joe Biden
IvJoesph,"@JoeBiden Joe, please don’t make the mistake Clinton made, stay in PA, MI, WI,VA, NV, then it’s yours, try some foo… https://t.co/c5bWlvRwZs"
ussgil,@JoeBiden Quid pro sleepy Logan act Tara Reade Joe😂😂
jsolorzanomd,@JoeBiden I'm very pessimistic precisely bc of the history of this country.  I think that is the difference bt prol… https://t.co/3cB8g8iObI
rikemohome,@JoeBiden Who writes this stuff? https://t.co/SmAAkFC3SY
Sara86456704,@JoeBiden https://t.co/IpVLOwwD36
debstvcooper,@JoeBiden Well don’t with President Trump!  He is the transparent one!
1997Aggies,@JoeBiden I’m not with you or the left.  Yesterday’s Barr hearing showed the country how vile your party is.  The c… https://t.co/VY8znEfNqJ
gr0033,@JoeBiden Are planning a trickle up system? Much like Clinton did. That would help this nation. Make us free again! Please!
AlmaWillard00,"@JoeBiden Yes, @JoeBiden, blah blah blah. You are a parrot and puppet just like Obummer."
aflem123456,@JoeBiden Rat
BabsMatz,@JoeBiden Contrary to what you say (if you can get it out in one sentence) Donald Trump is the BEST person to lead… https://t.co/XOZLFnozPm
giantsquidrank,@JoeBiden Hazmat suit and you ☣️✔️https://t.co/tT2sEvdFJh
FredrickPlumme2,@JoeBiden Uhhh errrr um u know uhhh. #Trump2020
BURJI,@JoeBiden Joe Biden i hope you win this one for all the immigrants and African Americans whom Trump has clearly sid… https://t.co/ieHxAl8vLi
mybabysfirst,@JoeBiden Where’s the help theres no national policy theres no plan there’s nothing
Love10198544,@JoeBiden Your speech was a disaster!!! America will never vote for you being weak!!! Shame and sad!!! We democrats… https://t.co/DeITOvSrf2
1979Bigi,"@JoeBiden Whatever President Trump is, was surely doing GREAT before China Virus. Your body language and vain words speak for you Old Joe."
Cameron00275150,"@JoeBiden #JoeBiden I’m just glad I could be of help, sounds like someone was reading... keep the firepower up in u… https://t.co/JMCbFxdpYd"
Markgl8,@JoeBiden https://t.co/k2Ybc75Kjz
wmhOCmm,@JoeBiden Beat the pandemic by using hydroxychloroquine as a treatment option. Build the economy by ending the lock… https://t.co/bDh4fOjgCw
palash76,@JoeBiden You are a gentleman. You are giving away all your credits to Trump. Bravo!!
FadiJakart,@JoeBiden I can’t wait for the debates 🤣🤣🤣
henrypetewalte1,@JoeBiden I’m joe Biden and I’m gonna beat joe Biden this fall so vote 🗳 for me or him oh I don’t care 🤷🏻‍♂️
TheObserver1010,@JoeBiden @mattmanaz Hey Joe - keep up the great work  Meanwhile look what Trump has caused with his quick openings: https://t.co/UcKV3eooIo
GordonN06564012,@JoeBiden All the polls they are a changing
FrannyGirl1221,@JoeBiden 🍼🤥🤥🤥🤥🤥🤥
MickeyMeenan,"@JoeBiden Keep hitting hard.  In fact, hit harder.  Trump is totally inept."
loudpatriots,"@JoeBiden Aw Joe. Nobody really believes this, delusional old fella."
chief_misty,"@JoeBiden At least he knows hes running for President, what state he's in, oh and that socialism/ communism are bad things."
Pbmitchell19,@JoeBiden https://t.co/eVQvBTj8Zs
jgrogan346,"@JoeBiden When are you hoping to start pushing your platform,all you do is criticize trump ,tell us what you will accomplish"
toft_jack,@JoeBiden What is the true agenda? https://t.co/GQxbFcFxY4
popcorn78029998,@JoeBiden I can’t wait to see Joe becomes our new president. The US needs you more than Trump.
LucieannD,@JoeBiden @ewarren If you had @BernieSanders instead of @ewarren hosting I might think about it!! Why do you need a… https://t.co/4yXj73JEIX
JCD51812921,@JoeBiden @ewarren Two mad old bags together!
JohnLAAmbrose1,@JoeBiden @ewarren Shut your lieing mouth
CorinneMiles12,@JoeBiden @ewarren Is this his choice ???? I don't know about this !
Scampi13,"@JoeBiden @ewarren Good luck with the fundraiser.  Just remember who it was that got you to the dance, saved your c… https://t.co/EzZpHEwXTB"
libsouthwoman,@JoeBiden @ewarren Please don’t pick Warren
Chainsaw4077,@JoeBiden @ewarren Go home puppets.
LincolnDuncan8,@JoeBiden @ewarren I've collected a pile of dried up dog poop from my front yard.  I'll send it right over. 🙂
jasonwolff230,@JoeBiden @ewarren https://t.co/o0ghBebtZm
ZDakao,@JoeBiden @ewarren https://t.co/i29odeOFu4 https://t.co/2MYGlqyp0k
ChrisHa70950370,@JoeBiden @ewarren https://t.co/RM90ojfKT6
sallyannstweet,@JoeBiden @ewarren Both of you should be embarrassed. Stop begging for money from The People you have abandoned. Yo… https://t.co/lg8bQnlcCj
ChrisHa70950370,@JoeBiden @ewarren https://t.co/C8QR2gF9oy
ashperov,@JoeBiden @ewarren Same as sanders. Raid the people and keep the money regardless
AngryEnglishPpl,"@JoeBiden @ewarren Your like a version of Keir Starmer here. We wanted Corbyn, got stuck with him. Wanted sanders, got stuck with you."
theresemtzz,@JoeBiden @ewarren Nice to see you campaigning with women of color
BradKellam,@JoeBiden @ewarren Fool
bailydaily812,@JoeBiden @ewarren Via internet. Social distance in front of monitors please
WestCoastGadfly,@JoeBiden @ewarren https://t.co/YAafGeP1r1
auriciats,@JoeBiden @ewarren super! Hope you are considering amazing Susan Rice for VP!!!
anisahlove,@JoeBiden @ewarren Stopppp getting my hopes up 😩😩😩
fdm428,@JoeBiden @ewarren I respect that you committed to a woman for VP and adopted Warren’s plans. Choose Warren for VP… https://t.co/ZoEQ1jWwRV
Jay_Mo1317,@JoeBiden @ewarren FUCK. YOU.
anisahlove,"@JoeBiden @ewarren If anyone from Joe’s campaign reads the comments here, please pick @ewarren as VP. Progressives… https://t.co/uvsckERjX0"
RealVladivostok,@JoeBiden @ewarren Warren for VP.
mimosa2_2,@JoeBiden @ewarren Александр Пушкин — Руслан и Людмила (Поэма):Отрывок стиха!!!  Досель я Черномора знала Одною гро… https://t.co/9voQ34kAjg
Lesleylyon6,@JoeBiden @ewarren If you love your country please don't. Forget your hate and ask questions Eg hcq doesn't work so… https://t.co/53cJDr6TE1
michaelfmarino,@JoeBiden @ewarren Pick Warren for VP.  No one else makes any sense.
CrushingDonuts,@JoeBiden @ewarren “Even”?
lowetze1,"@JoeBiden @ewarren Just have your buddy Barack Obama give a few of those $400,000 Wall Street speeches.  He'll have… https://t.co/wP71VB5XYT"
thehuntinghome,@JoeBiden @ewarren Watch out. She's a snake.
ASuburbanThug,@JoeBiden @ewarren Here comes the BIG DONORS
ReginaHolzer1,@JoeBiden @ewarren https://t.co/cBWEy320cC
boi_latin,@JoeBiden @ewarren Warren for VP! ❤️ https://t.co/dKhTekUjH2
valenteen_is,@JoeBiden @ewarren Grassroots? This is some serious gaslighting.
xxDIRTYHIPPIExx,@JoeBiden @ewarren 🤣🤣🤣 https://t.co/gnPeIkaJ8V
stupidbighead,@JoeBiden @ewarren https://t.co/pLirsCwbbE
barbaracarlsbad,@JoeBiden @ewarren Is she still searching for yet another culture to whom she can belong?!
yogii77,@JoeBiden @ewarren #JoJorgensen2020 https://t.co/AH3NIqn1V5
ShowUpAmerica,@JoeBiden @ewarren I’m feeling generous. I’ll give you a penny for your thoughts.
