title,dept,salary,race,gender,hire_date
POLICE SERVICE OFFICER,Houston Police Department-HPD,27914.0,Hispanic,Female,2013-04-15
SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,32198.0,Hispanic,Female,1992-07-14
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,1994-11-07
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,2016-01-04
DEPUTY DIRECTOR-FINANCE & ADMINISTRATION,Houston Police Department-HPD,199596.0,White,Male,2007-02-01
TECHNICAL HARDWARE ANALYST III,Public Works & Engineering-PWE,57304.0,White,Male,2003-09-22
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1981-04-20
SEMI-SKILLED LABORER,Parks & Recreation,26125.0,Hispanic,Male,2015-05-18
PARK MAINTENANCE AIDE,Parks & Recreation,,,Male,2016-04-04
ACCOUNT CLERK,Houston Police Department-HPD,35880.0,Asian,Female,1981-07-29
UTILITY WORKER,Public Works & Engineering-PWE,31762.0,Black,Male,2000-12-27
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,Hispanic,Male,2015-10-12
SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27373.0,Black,Male,2014-06-23
EQUIPMENT WORKER,Parks & Recreation,31075.0,Black,Female,1999-10-23
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,1994-01-31
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Black,Male,2014-03-29
CUSTOMER SERVICE REPRESENTATIVE II,Health & Human Services,34320.0,Black,Female,2015-07-20
FIELD SUPERVISOR,Parks & Recreation,36920.0,Black,Male,1993-03-29
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,1982-06-28
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,2000-11-27
FIELD SUPERVISOR,Public Works & Engineering-PWE,41288.0,Black,Male,2002-06-25
INSPECTOR,Houston Fire Department (HFD),70181.0,Black,Male,1996-11-18
POLICE SERGEANT,Houston Police Department-HPD,74511.0,Hispanic,Male,2008-12-01
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,White,Male,2014-10-11
UTILITY WORKER,Public Works & Engineering-PWE,28995.0,Black,Male,2014-06-09
SENIOR INSPECTOR,Public Works & Engineering-PWE,63336.0,White,Male,1988-02-04
DIVISION MANAGER,Houston Airport System (HAS),100873.0,White,Female,2005-10-12
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1994-04-11
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Asian,Male,1993-06-21
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,Hispanic,Male,1992-08-31
POLICE SERGEANT,Houston Police Department-HPD,,White,Male,1991-11-12
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Female,2006-01-23
EQUIPMENT WORKER,Public Works & Engineering-PWE,31429.0,White,Male,2015-07-20
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,1993-03-29
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,1990-10-29
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Female,2008-03-31
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Black,Male,1996-04-22
DEPUTY CHIEF,Houston Fire Department (HFD),99480.0,White,Male,1980-04-22
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1993-02-01
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Asian,Female,1996-07-29
EQUIPMENT WORKER,Public Works & Engineering-PWE,36837.0,Black,Male,1994-02-21
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Black,Male,1982-11-15
SENIOR POLICE OFFICER,Houston Police Department-HPD,,Black,Male,1984-01-09
ADMINISTRATION MANAGER,Health & Human Services,83174.0,Black,Female,1987-07-27
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Hispanic,Male,1994-11-07
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,Black,Male,2013-01-05
COMMUNITY RELATIONS SPECIALIST,Parks & Recreation,,,Female,2016-05-31
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Black,Male,2014-06-21
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Asian,Male,1993-04-12
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2009-03-09
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,White,Male,2007-12-03
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,2015-04-27
ADMINISTRATIVE COORDINATOR,Health & Human Services,65589.0,Hispanic,Female,2009-10-08
POLICE OFFICER,Houston Police Department-HPD,43443.0,White,Male,2015-02-02
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1981-09-21
STUDENT INTERN II,Public Works & Engineering-PWE,,Black,Female,2015-04-14
EVIDENCE TECHNICIAN,Houston Police Department-HPD,33322.0,Hispanic,Female,2015-11-12
DWI TECHNICIAN,Houston Police Department-HPD,47008.0,Hispanic,Female,1995-04-07
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1983-02-07
INSPECTOR,Houston Fire Department (HFD),70181.0,Black,Male,1994-11-07
SENIOR POLICE SERVICE OFFICER,Houston Police Department-HPD,32490.0,Black,Female,1989-03-20
RECREATION SUPERVISOR,Parks & Recreation,37565.0,White,Male,2012-06-18
POLICE LIEUTENANT,Houston Police Department-HPD,86534.0,White,Male,2000-11-06
ADMINISTRATION MANAGER,Health & Human Services,82915.0,Black,Female,2002-09-09
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1990-01-22
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Hispanic,Male,2009-07-27
LIFEGUARD,Parks & Recreation,,Hispanic,Male,2016-05-21
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Male,2002-01-28
UTILITY WORKER,Public Works & Engineering-PWE,40518.0,Hispanic,Male,1995-06-05
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Hispanic,Male,2015-10-12
ENVIRONMENTAL INVESTIGATOR V,Public Works & Engineering-PWE,79953.0,Asian,Male,1988-03-03
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1983-06-27
INSPECTOR,Public Works & Engineering-PWE,46238.0,Hispanic,Male,2008-12-01
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,1990-12-10
SURVEILLANCE INVESTIGATOR-EPIDEMIOLOGY,Health & Human Services,46384.0,Black,Female,1991-12-30
UTILITY MECHANIC,Public Works & Engineering-PWE,30597.0,Black,Male,2012-12-26
DEPUTY DIRECTOR-AVIATION (EX LVL),Houston Airport System (HAS),186192.0,Black,Male,2013-08-22
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1994-11-07
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,28169.0,Asian,Male,2015-05-26
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2014-06-21
DWI TECHNICIAN,Houston Police Department-HPD,43035.0,Hispanic,Female,2013-01-07
SENIOR PLANT OPERATOR,Public Works & Engineering-PWE,46550.0,White,Male,1993-06-24
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Hispanic,Male,2002-06-25
INVESTIGATOR,Houston Fire Department (HFD),70181.0,White,Male,1979-12-17
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1991-11-12
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Native American,Male,1991-11-12
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,White,Male,2013-07-06
STAFF ANALYST,Public Works & Engineering-PWE,70565.0,White,Female,2009-03-23
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,1990-08-20
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1984-10-15
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2007-06-25
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2000-08-22
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1984-07-09
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1998-08-31
OFFICE SUPERVISOR,Houston Police Department-HPD,50378.0,Asian,Male,2000-03-01
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,1995-01-30
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,2003-09-15
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,2006-09-11
UTILITY WORKER,Public Works & Engineering-PWE,30139.0,Hispanic,Male,2014-02-03
ASSISTANT PUBLIC WORKS MAINTENANCE MANAG,Public Works & Engineering-PWE,66310.0,Black,Male,2016-02-22
PROGRAMMER ANALYST IV,Houston Police Department-HPD,69661.0,White,Male,1997-07-15
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1990-12-17
ENGINEER/OPERATOR,Houston Fire Department (HFD),,White,Male,1980-08-25
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,1980-08-25
SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,31782.0,Black,Female,2007-08-27
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,1999-02-22
PUBLIC WORKS OPERATIONS MANAGER,Public Works & Engineering-PWE,86288.0,White,Male,1991-08-27
ENGINEER,Public Works & Engineering-PWE,87236.0,Asian,Male,1993-10-04
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1986-03-03
GROUND TRANSPORTATION REPRESENTATIVE,Houston Airport System (HAS),29640.0,Hispanic,Female,1991-09-03
POLICE OFFICER,Houston Police Department-HPD,47650.0,Black,Male,2012-10-15
DEPUTY ASSISTANT DIRECTOR (EXECUTIVE LEV,Public Works & Engineering-PWE,105354.0,White,Male,2010-04-05
AIRPORT OPERATIONS SPECIALIST,Houston Airport System (HAS),47237.0,Black,Male,1984-06-04
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1993-08-30
SENIOR IMAGING TECHNICIAN,Houston Police Department-HPD,34528.0,Black,Female,1979-05-14
RECREATION FACILITY MANAGER,Parks & Recreation,50028.0,Black,Male,1998-08-10
AIRPORT OPERATIONS SPECIALIST,Houston Airport System (HAS),48568.0,Black,Male,2004-09-07
POLICE CAPTAIN,Houston Police Department-HPD,,White,Male,1977-12-19
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1994-01-31
DATA ENTRY OPERATOR,Houston Police Department-HPD,26125.0,Black,Female,1993-12-09
UTILITY WORKER,Public Works & Engineering-PWE,34320.0,Black,Male,2012-06-04
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,2008-05-12
SUPERINTENDENT,Houston Airport System (HAS),62650.0,Black,Male,2013-12-30
EQUIPMENT WORKER,Public Works & Engineering-PWE,32968.0,Black,Male,2014-09-02
SYSTEMS SUPPORT ANALYST I,Public Works & Engineering-PWE,44096.0,Asian,Male,2004-06-14
INSPECTOR,Public Works & Engineering-PWE,54600.0,Hispanic,Male,2007-12-17
CUSTOMER SERVICE SUPERVISOR,Public Works & Engineering-PWE,45178.0,Hispanic,Female,2003-09-02
SENIOR PUBLIC HEALTH INVESTIGATOR,Health & Human Services,40976.0,Hispanic,Female,1991-04-02
FINANCIAL ANALYST IV,Health & Human Services,70762.0,Black,Female,1998-09-08
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,White,Male,2009-07-27
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,White,Male,2014-09-27
POLICE SERGEANT,Houston Police Department-HPD,,White,Male,1977-10-24
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1991-05-06
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Female,2007-06-25
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1992-11-09
UTILITY WORKER,Public Works & Engineering-PWE,36213.0,Black,Male,2004-01-26
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Black,Male,1999-08-23
SYSTEMS SUPPORT ANALYST IV,Public Works & Engineering-PWE,71170.0,Black,Male,2005-05-02
SANITARIAN III,Health & Human Services,52624.0,Asian,Male,1999-03-29
EQUIPMENT WORKER,Public Works & Engineering-PWE,37211.0,White,Male,1994-08-31
ADMINISTRATIVE ASSOCIATE,Houston Police Department-HPD,37336.0,Black,Female,2000-01-27
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1993-08-30
OFFICE SERVICE MANAGER,Houston Police Department-HPD,60653.0,Black,Male,2005-10-20
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Black,Female,1994-08-29
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Black,Male,2014-06-21
ADMINISTRATIVE ASSISTANT,Health & Human Services,40144.0,Black,Female,2014-06-23
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,White,Male,2015-07-06
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),70181.0,Hispanic,Male,1997-11-03
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,White,Male,2000-02-21
POLICE SERGEANT,Houston Police Department-HPD,,Black,Male,1983-08-22
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,2013-02-04
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Asian,Male,1989-11-06
ADMINISTRATIVE COORDINATOR,Public Works & Engineering-PWE,66449.0,Hispanic,Female,1992-07-13
SENIOR CAPTAIN,Houston Fire Department (HFD),74270.0,White,Male,2002-08-12
POLICE OFFICER,Houston Police Department-HPD,45279.0,Asian,Male,2013-10-14
LABORER,Houston Airport System (HAS),27082.0,Black,Male,2015-04-13
MANAGEMENT ANALYST II,Health & Human Services,47632.0,White,Male,2015-07-13
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,White,Male,2015-08-01
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Female,1990-04-23
FIELD SUPERVISOR,Public Works & Engineering-PWE,42640.0,Black,Male,2008-01-14
MANAGEMENT ANALYST IV,Public Works & Engineering-PWE,62426.0,Hispanic,Female,2005-05-14
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1996-10-28
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1990-06-11
TECHNICAL HARDWARE ANALYST I,Public Works & Engineering-PWE,44429.0,Black,Male,2005-01-31
POLICE OFFICER,Houston Police Department-HPD,52514.0,Asian,Male,2010-03-29
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1985-03-04
HUMAN RESOURCES MANAGER,Public Works & Engineering-PWE,86763.0,Black,Female,1980-04-07
INSPECTOR,Public Works & Engineering-PWE,47382.0,Asian,Male,2009-06-01
CUSTOMER SERVICE CLERK,Houston Police Department-HPD,31907.0,Black,Female,1989-07-06
COMMUNITY LIAISON,Health & Human Services,48027.0,Black,Female,1992-06-01
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2003-12-01
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,2006-01-23
PLANT OPERATOR SUPERVISOR,Public Works & Engineering-PWE,54995.0,Black,Male,1995-09-30
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,1990-12-10
SENIOR POLICE SERVICE OFFICER,Houston Police Department-HPD,30888.0,White,Male,2005-09-12
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Male,2009-06-22
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Male,1996-06-17
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,2013-10-31
JAIL MEDICAL SPECIALIST,Health & Human Services,46363.0,Hispanic,Male,2013-03-04
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1992-02-17
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Hispanic,Male,2007-01-02
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1991-08-05
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1985-07-22
PUBLIC WORKS MAINTENANCE SECTION CHIEF,Public Works & Engineering-PWE,57470.0,Hispanic,Male,2009-02-23
SUPERINTENDENT,Parks & Recreation,56014.0,Black,Male,2000-08-21
ADMINISTRATION MANAGER,Public Works & Engineering-PWE,77899.0,Black,Female,1988-12-06
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Black,Male,2005-01-31
DATA ENTRY OPERATOR,Houston Police Department-HPD,26125.0,Hispanic,Female,2015-04-13
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Black,Male,2002-10-22
WORD PROCESSOR,Houston Police Department-HPD,31845.0,Black,Female,1991-03-18
TECHNICAL HARDWARE ANALYST I,Public Works & Engineering-PWE,39666.0,Black,Male,2013-05-13
SANITARIAN I,Health & Human Services,38709.0,Black,Male,2012-02-06
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1978-03-13
POLICE TRAINEE,Houston Police Department-HPD,42000.0,,Female,2016-02-08
SPECIAL SERVICE REPRESENTATIVE,Houston Airport System (HAS),35256.0,White,Female,2006-02-27
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1984-10-15
EQUIPMENT WORKER,Public Works & Engineering-PWE,34632.0,White,Male,2013-03-04
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,37128.0,Black,Male,2006-06-05
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1995-01-30
ADMINISTRATIVE COORDINATOR,Health & Human Services,53832.0,Black,Male,2014-09-02
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2009-03-09
SENIOR POLICE SERVICE OFFICER,Houston Police Department-HPD,30888.0,Black,Female,1993-07-21
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1996-11-18
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1992-06-22
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1981-06-29
AIRPORT OPERATIONS COORDINATOR,Houston Airport System (HAS),51501.0,White,Male,2006-06-05
MAINTENANCE MECHANIC I,Houston Airport System (HAS),31158.0,Hispanic,Male,1990-05-30
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,White,Male,1998-01-12
LICENSED VOCATIONAL NURSE,Health & Human Services,,Black,Female,1998-04-20
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Asian,Male,2001-12-03
INFRASTRUCTURE ASSESSMENT TECHNICIAN II,Public Works & Engineering-PWE,41683.0,Hispanic,Male,1993-04-07
EQUIPMENT WORKER,Parks & Recreation,30347.0,Black,Male,2009-04-06
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Female,1991-08-05
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1989-12-11
POLICE OFFICER,Houston Police Department-HPD,55453.0,White,Male,2006-01-23
POLICE SERGEANT,Houston Police Department-HPD,,White,Female,1985-07-22
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,1984-01-23
ASSISTANT DIRECTOR (EXECUTIVE LEVEL),Health & Human Services,120799.0,White,Male,2008-04-07
POLICE OFFICER,Houston Police Department-HPD,43443.0,Hispanic,Male,2015-02-02
RECREATION SPECIALIST,Parks & Recreation,28766.0,Black,Male,2015-03-02
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,1994-11-07
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Female,1995-06-19
SENIOR CAPTAIN,Houston Fire Department (HFD),74270.0,White,Male,2000-11-27
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,Hispanic,Male,2001-10-30
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1997-08-25
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Female,2006-06-26
PARTY CHIEF,Public Works & Engineering-PWE,53435.0,Hispanic,Male,2006-01-31
COMMUNITY LIAISON,Health & Human Services,49379.0,Native American,Female,2003-11-05
ELECTRICIAN,Public Works & Engineering-PWE,48776.0,Hispanic,Male,1993-04-20
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Male,1998-02-23
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,Hispanic,Male,1996-11-18
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,1993-01-04
ENGINEER,Public Works & Engineering-PWE,78076.0,White,Male,2008-06-30
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,1985-10-14
ASSISTANT ARSON INVESTIGATOR,Houston Fire Department (HFD),89590.0,Hispanic,Male,1994-04-11
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1993-11-08
INVENTORY MANAGEMENT SUPERVISOR,Public Works & Engineering-PWE,40186.0,Black,Male,1994-02-28
GRADUATE ENGINEER,Public Works & Engineering-PWE,69493.0,Hispanic,Male,2005-10-24
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Female,2012-10-15
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,2003-11-10
FIRE FIGHTER,Houston Fire Department (HFD),,White,Male,1979-08-27
CUSTODIAN,Parks & Recreation,26125.0,Black,Female,2014-06-30
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,2006-09-11
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,2008-09-29
FIELD SUPERVISOR,Public Works & Engineering-PWE,45989.0,Hispanic,Male,2004-08-30
ADMINISTRATION MANAGER,Public Works & Engineering-PWE,70115.0,Hispanic,Male,1993-08-02
STAFF ANALYST,Houston Police Department-HPD,74961.0,White,Female,2009-08-22
SENIOR INSPECTOR,Public Works & Engineering-PWE,65853.0,Hispanic,Male,1993-06-21
ASSISTANT DIRECTOR-PUBLIC WORKS (EXECUTI,Public Works & Engineering-PWE,146141.0,White,Female,1998-07-20
POLICE TRAINEE,Houston Police Department-HPD,42000.0,,Female,2016-02-08
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Female,2007-06-25
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2008-02-04
POLICE OFFICER,Houston Police Department-HPD,45279.0,Black,Male,2013-06-10
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2014-09-27
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2007-08-13
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1989-06-05
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,2004-03-15
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,2016-01-04
STAFF ANALYST,Houston Airport System (HAS),80791.0,Black,Female,2005-11-23
PROJECT TECHNICIAN IV,Public Works & Engineering-PWE,50586.0,White,Male,2014-05-12
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1996-05-28
SURVEILLANCE INVESTIGATOR-EPIDEMIOLOGY,Health & Human Services,43909.0,Black,Female,2006-10-03
POLICE OFFICER,Houston Police Department-HPD,43443.0,Asian,Male,2015-02-02
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Hispanic,Male,2015-06-22
CUSTOMER SERVICE CLERK,Houston Police Department-HPD,27872.0,Black,Female,2002-10-16
PROJECT MANAGER,Houston Airport System (HAS),67671.0,Hispanic,Female,2009-07-20
HEAD LIFEGUARD,Parks & Recreation,,Black,Female,2016-05-21
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,45490.0,Hispanic,Female,1979-08-17
SUPERVISING ENGINEER,Public Works & Engineering-PWE,102297.0,Asian,Male,2008-10-20
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,1993-11-08
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),37669.0,Black,Male,2004-09-07
POLICE SERGEANT,Houston Police Department-HPD,,White,Female,1987-07-20
POLICE OFFICER,Houston Police Department-HPD,47650.0,White,Female,2013-02-04
AIRPORT SECURITY INVESTIGATOR,Houston Airport System (HAS),61589.0,White,Male,2004-09-01
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,2002-05-20
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,White,Male,2015-10-26
SUPERVISING ENGINEER,Houston Airport System (HAS),103686.0,White,Male,2014-02-24
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,White,Male,2016-03-28
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,Hispanic,Male,1996-04-22
POLICE OFFICER,Houston Police Department-HPD,60347.0,Asian,Male,2002-12-02
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1986-01-16
FIELD SUPERVISOR,Public Works & Engineering-PWE,49109.0,Black,Male,1978-09-07
SENIOR INSPECTOR,Public Works & Engineering-PWE,66560.0,White,Male,1998-01-05
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,42453.0,Hispanic,Female,1997-02-05
RECREATION SUPERVISOR,Parks & Recreation,35339.0,Black,Female,1999-02-27
POLICE TRAINEE,Houston Police Department-HPD,42000.0,,Female,2016-02-08
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1993-02-01
BREASTFEEDING PEER COUNSELOR,Health & Human Services,28600.0,Hispanic,Female,2015-11-09
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1993-02-01
RECREATION ASSISTANT,Parks & Recreation,,Black,Male,2012-05-29
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2004-03-15
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Male,1998-08-31
CAPTAIN,Houston Fire Department (HFD),70181.0,Hispanic,Male,1993-02-15
POLICE CAPTAIN,Houston Police Department-HPD,104455.0,White,Female,1991-08-05
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,White,Male,2001-02-05
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,2007-08-13
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,2012-09-04
LABORER,Houston Airport System (HAS),26125.0,Hispanic,Female,2005-02-21
COUNSELOR,Health & Human Services,47382.0,Black,Female,2014-09-29
ADMINISTRATIVE ASSISTANT,Houston Police Department-HPD,47278.0,Black,Female,1993-07-27
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,Black,Male,2014-10-11
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1981-06-15
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,2004-01-05
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,2007-12-10
CUSTOMER SERVICE REPRESENTATIVE II,Houston Fire Department (HFD),34902.0,Black,Female,1989-02-20
ASSISTANT FIRE CHIEF,Houston Fire Department (HFD),,White,Male,1978-03-27
SEMI-SKILLED LABORER,Houston Airport System (HAS),33467.0,Black,Female,1998-03-09
POLICE OFFICER,Houston Police Department-HPD,52514.0,Asian,Male,2010-03-29
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Male,2007-03-19
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2007-03-19
SENIOR BUYER,Public Works & Engineering-PWE,47008.0,Hispanic,Female,2006-08-21
LABORATORY SUPERVISOR,Public Works & Engineering-PWE,74097.0,Asian,Male,1988-10-24
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,White,Male,2014-02-15
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Black,Male,2007-01-02
